296,,Makuhita,マクノシタ,Makunoshita,Makunoshita
297,,Hariyama,ハリテヤマ,Hariteyama,Hariteyama
298,,Azurill,ルリリ,Ruriri,Ruriri
299,,Nosepass,ノズパス,Nozupasu,Nosepass
300,,Skitty,エネコ,Eneko,Eneco
301,,Delcatty,エネコロロ,Enekororo,Enekororo
302,,Sableye,ヤミラミ,Yamirami,Yamirami
303,,Mawile,クチート,Kuchīto,Kucheat
304,,Aron,ココドラ,Kokodora,Cokodora
305,,Lairon,コドラ,Kodora,Kodora
306,,Aggron,ボスゴドラ,Bosugodora,Bossgodora
307,,Meditite,アサナン,Asanan,Asanan
308,,Medicham,チャーレム,Chāremu,Charem
309,,Electrike,ラクライ,Rakurai,Rakurai
310,,Manectric,ライボルト,Raiboruto,Livolt
311,,Plusle,プラスル,Purasuru,Prasle
312,,Minun,マイナン,Mainan,Minun
313,,Volbeat,バルビート,Barubīto,Barubeat
314,,Illumise,イルミーゼ,Irumīze,Illumise
315,,Roselia,ロゼリア,Rozeria,Roselia
316,,Gulpin,ゴクリン,Gokurin,Gokulin
317,,Swalot,マルノーム,Marunōmu,Marunoom
318,,Carvanha,キバニア,Kibania,Kibanha
319,,Sharpedo,サメハダー,Samehadā,Samehader
320,,Wailmer,ホエルコ,Hoeruko,Hoeruko
321,,Wailord,ホエルオー,Hoeruō,Whaloh
322,,Numel,ドンメル,Donmeru,Donmel
323,,Camerupt,バクーダ,Bakūda,Bakuuda
324,,Torkoal,コータス,Kōtasu,Cotoise
325,,Spoink,バネブー,Banebū,Baneboo
326,,Grumpig,ブーピッグ,Būpiggu,Boopig
327,,Spinda,パッチール,Patchīru,Patcheel
328,,Trapinch,ナックラー,Nakkurā,Nuckrar
329,,Vibrava,ビブラーバ,Biburāba,Vibrava
330,,Flygon,フライゴン,Furaigon,Flygon
331,,Cacnea,サボネア,Sabonea,Sabonea
332,,Cacturne,ノクタス,Nokutasu,Noctus
333,,Swablu,チルット,Chirutto,Tyltto
334,,Altaria,チルタリス,Chirutarisu,Tyltalis
335,,Zangoose,ザングース,Zangūsu,Zangoose
336,,Seviper,ハブネーク,Habunēku,Habunake
337,,Lunatone,ルナトーン,Runatōn,Lunatone
338,,Solrock,ソルロック,Sorurokku,Solrock
339,,Barboach,ドジョッチ,Dojotchi,Dojoach
340,,Whiscash,ナマズン,Namazun,Namazun
341,,Corphish,ヘイガニ,Heigani,Heigani
342,,Crawdaunt,シザリガー,Shizarigā,Shizariger
343,,Baltoy,ヤジロン,Yajiron,Yajilon
344,,Claydol,ネンドール,Nendōru,Nendoll
345,,Lileep,リリーラ,Rirīra,Lilyla
346,,Cradily,ユレイドル,Yureidoru,Yuradle
347,,Anorith,アノプス,Anopusu,Anopth
348,,Armaldo,アーマルド,Āmarudo,Armaldo
349,,Feebas,ヒンバス,Hinbasu,Hinbass
350,,Milotic,ミロカロス,Mirokarosu,Milokaross
351,,Castform,ポワルン,Powarun,Powalen
352,,Kecleon,カクレオン,Kakureon,Kakureon
353,,Shuppet,カゲボウズ,Kagebōzu,Kagebouzu
354,,Banette,ジュペッタ,Jupetta,Juppeta
355,,Duskull,ヨマワル,Yomawaru,Yomawaru
356,,Dusclops,サマヨール,Samayōru,Samayouru
357,,Tropius,トロピウス,Toropiusu,Tropius
358,,Chimecho,チリーン,Chirīn,Chirean
359,,Absol,アブソル,Abusoru,Absol
360,,Wynaut,ソーナノ,Sōnano,Sohnano
361,,Snorunt,ユキワラシ,Yukiwarashi,Yukiwarashi
362,,Glalie,オニゴーリ,Onigōri,Onigohri
363,,Spheal,タマザラシ,Tamazarashi,Tamazarashi
364,,Sealeo,トドグラー,Todogurā,Todoggler
365,,Walrein,トドゼルガ,Todozeruga,Todoseruga
366,,Clamperl,パールル,Pāruru,Pearlulu
367,,Huntail,ハンテール,Hantēru,Huntail
368,,Gorebyss,サクラビス,Sakurabisu,Sakurabyss
369,,Relicanth,ジーランス,Jīransu,Glanth
370,,Luvdisc,ラブカス,Rabukasu,Lovecus
371,,Bagon,タツベイ,Tatsubei,Tatsubay
372,,Shelgon,コモルー,Komorū,Komoruu
373,,Salamence,ボーマンダ,Bōmanda,Bohmander
374,,Beldum,ダンバル,Danbaru,Dumbber
375,,Metang,メタング,Metangu,Metang
376,,Metagross,メタグロス,Metagurosu,Metagross
377,,Regirock,レジロック,Rejirokku,Regirock
378,,Regice,レジアイス,Rejiaisu,Regice
379,,Registeel,レジスチル,Rejisuchiru,Registeel
380,,Latias,ラティアス,Ratiasu,Latias
381,,Latios,ラティオス,Ratiosu,Latios
382,,Kyogre,カイオーガ,Kaiōga,Kyogre
383,,Groudon,グラードン,Gurādon,Groudon
384,,Rayquaza,レックウザ,Rekkūza,Rayquaza
385,,Jirachi,ジラーチ,Jirāchi,Jirachi
386,,Deoxys,デオキシス,Deokishisu,Deoxys
