537,,Seismitoad,ガマゲロゲ,Gamageroge,Gamageroge
538,,Throh,ナゲキ,Nageki,Nageki
539,,Sawk,ダゲキ,Dageki,Dageki
540,,Sewaddle,クルミル,Kurumiru,Kurumiru
541,,Swadloon,クルマユ,Kurumayu,Kurumayu
542,,Leavanny,ハハコモリ,Hahakomori,Hahakomori
543,,Venipede,フシデ,Fushide,Fushide
544,,Whirlipede,ホイーガ,Hoīga,Wheega
545,,Scolipede,ペンドラー,Pendorā,Pendror
546,,Cottonee,モンメン,Monmen,Monmen
547,,Whimsicott,エルフーン,Erufūn,Elfuun
548,,Petilil,チュリネ,Churine,Churine
549,,Lilligant,ドレディア,Doredia,Dredear
550,,Basculin,バスラオ,Basurao,Bassrao
551,,Sandile,メグロコ,Meguroko,Meguroco
552,,Krokorok,ワルビル,Warubiru,Waruvile
553,,Krookodile,ワルビアル,Warubiaru,Waruvial
554,,Darumaka,ダルマッカ,Darumakka,Darumakka
555,,Darmanitan,ヒヒダルマ,Hihidaruma,Hihidaruma
556,,Maractus,マラカッチ,Marakatchi,Maracacchi
557,,Dwebble,イシズマイ,Ishizumai,Ishizumai
558,,Crustle,イワパレス,Iwaparesu,Iwapalace
559,,Scraggy,ズルッグ,Zuruggu,Zuruggu
560,,Scrafty,ズルズキン,Zuruzukin,Zuruzukin
561,,Sigilyph,シンボラー,Shinborā,Symboler
562,,Yamask,デスマス,Desumasu,Desumasu
563,,Cofagrigus,デスカーン,Desukān,Desukarn
564,,Tirtouga,プロトーガ,Purotōga,Protoga
565,,Carracosta,アバゴーラ,Abagōra,Abagoura
566,,Archen,アーケン,Āken,Archen
567,,Archeops,アーケオス,Ākeosu,Archeos
568,,Trubbish,ヤブクロン,Yabukuron,Yabukuron
569,,Garbodor,ダストダス,Dasutodasu,Dustdas
570,,Zorua,ゾロア,Zoroa,Zorua
571,,Zoroark,ゾロアーク,Zoroāku,Zoroark
572,,Minccino,チラーミィ,Chirāmī,Chillarmy
573,,Cinccino,チラチーノ,Chirachīno,Chillaccino
574,,Gothita,ゴチム,Gochimu,Gothimu
575,,Gothorita,ゴチミル,Gochimiru,Gothimiru
576,,Gothitelle,ゴチルゼル,Gochiruzeru,Gothiruselle
577,,Solosis,ユニラン,Yuniran,Uniran
578,,Duosion,ダブラン,Daburan,Doublan
579,,Reuniclus,ランクルス,Rankurusu,Lanculus
580,,Ducklett,コアルヒー,Koaruhī,Koaruhie
581,,Swanna,スワンナ,Suwanna,Swanna
582,,Vanillite,バニプッチ,Baniputchi,Vanipeti
583,,Vanillish,バニリッチ,Baniritchi,Vanirich
584,,Vanilluxe,バイバニラ,Baibanira,Baivanilla
585,,Deerling,シキジカ,Shikijika,Shikijika
586,,Sawsbuck,メブキジカ,Mebukijika,Mebukijika
587,,Emolga,エモンガ,Emonga,Emonga
588,,Karrablast,カブルモ,Kaburumo,Kaburumo
589,,Escavalier,シュバルゴ,Shubarugo,Chevargo
590,,Foongus,タマゲタケ,Tamagetake,Tamagetake
591,,Amoonguss,モロバレル,Morobareru,Morobareru
592,,Frillish,プルリル,Pururiru,Pururill
593,,Jellicent,ブルンゲル,Burungeru,Burungel
594,,Alomomola,ママンボウ,Mamanbō,Mamanbou
595,,Joltik,バチュル,Bachuru,Bachuru
596,,Galvantula,デンチュラ,Denchura,Dentula
597,,Ferroseed,テッシード,Tesshīdo,Tesseed
598,,Ferrothorn,ナットレイ,Nattorei,Nutrey
599,,Klink,ギアル,Giaru,Giaru
600,,Klang,ギギアル,Gigiaru,Gigiaru
601,,Klinklang,ギギギアル,Gigigiaru,Gigigiaru
602,,Tynamo,シビシラス,Shibishirasu,Shibishirasu
603,,Eelektrik,シビビール,Shibibīru,Shibibeel
604,,Eelektross,シビルドン,Shibirudon,Shibirudon
605,,Elgyem,リグレー,Rigurē,Ligray
606,,Beheeyem,オーベム,Ōbemu,Ohbem
607,,Litwick,ヒトモシ,Hitomoshi,Hitomoshi
608,,Lampent,ランプラー,Ranpurā,Lampler
609,,Chandelure,シャンデラ,Shandera,Chandela
610,,Axew,キバゴ,Kibago,Kibago
611,,Fraxure,オノンド,Onondo,Onondo
612,,Haxorus,オノノクス,Ononokusu,Ononokus
613,,Cubchoo,クマシュン,Kumashun,Kumasyun
614,,Beartic,ツンベアー,Tsunbeā,Tunbear
615,,Cryogonal,フリージオ,Furījio,Freegeo
616,,Shelmet,チョボマキ,Chobomaki,Chobomaki
617,,Accelgor,アギルダー,Agirudā,Agilder
618,,Stunfisk,マッギョ,Maggyo,Maggyo
619,,Mienfoo,コジョフー,Kojofū,Kojofu
620,,Mienshao,コジョンド,Kojondo,Kojondo
621,,Druddigon,クリムガン,Kurimugan,Crimgan
622,,Golett,ゴビット,Gobitto,Gobit
623,,Golurk,ゴルーグ,Gorūgu,Goloog
624,,Pawniard,コマタナ,Komatana,Komatana
625,,Bisharp,キリキザン,Kirikizan,Kirikizan
626,,Bouffalant,バッフロン,Baffuron,Buffron
627,,Rufflet,ワシボン,Washibon,Washibon
628,,Braviary,ウォーグル,Wōguru,Warrgle
629,,Vullaby,バルチャイ,Baruchai,Valchai
630,,Mandibuzz,バルジーナ,Barujīna,Vulgina
631,,Heatmor,クイタラン,Kuitaran,Kuitaran
632,,Durant,アイアント,Aianto,Aiant
633,,Deino,モノズ,Monozu,Monozu
634,,Zweilous,ジヘッド,Jiheddo,Dihead
635,,Hydreigon,サザンドラ,Sazandora,Sazandora
636,,Larvesta,メラルバ,Meraruba,Merlarva
637,,Volcarona,ウルガモス,Urugamosu,Ulgamoth
638,,Cobalion,コバルオン,Kobaruon,Cobalon
639,,Terrakion,テラキオン,Terakion,Terrakion
640,,Virizion,ビリジオン,Birijion,Virizion
641,,Tornadus,トルネロス,Torunerosu,Tornelos
642,,Thundurus,ボルトロス,Borutorosu,Voltolos
643,,Reshiram,レシラム,Reshiramu,Reshiram
644,,Zekrom,ゼクロム,Zekuromu,Zekrom
645,,Landorus,ランドロス,Randorosu,Landlos
646,,Kyurem,キュレム,Kyuremu,Kyurem
647,,Keldeo,ケルディオ,Kerudio,Keldeo
648,,Meloetta,メロエッタ,Meroetta,Meloetta
649,,Genesect,ゲノセクト,Genosekuto,Genesect
