853,,Grapploct,オトスパス,Otosupasu,Otosupus
854,,Sinistea,ヤバチャ,Yabacha,Yabacha
855,,Polteageist,ポットデス,Pottodesu,Potdeath
856,,Hatenna,ミブリム,Miburimu,Mibrim
857,,Hattrem,テブリム,Teburimu,Tebrim
858,,Hatterene,ブリムオン,Burimuon,Brimuon
859,,Impidimp,ベロバー,Berobā,Beroba
860,,Morgrem,ギモー,Gimō,Gimoh
861,,Grimmsnarl,オーロンゲ,Ōronge,Ohlonge
862,,Obstagoon,タチフサグマ,Tachifusaguma,Tachifusaguma
863,,Perrserker,ニャイキング,Nyaikingu,Nyaiking
864,,Cursola,サニゴーン,Sanigōn,Sunigoon
865,,Sirfetch'd,ネギガナイト,Negiganaito,Negigaknight
866,,Mr. Rime,バリコオル,Barikōru,Barrikohru
867,,Runerigus,デスバーン,Desubān,Deathbarn
868,,Milcery,マホミル,Mahomiru,Mahomil
869,,Alcremie,マホイップ,Mahoippu,Mawhip
870,,Falinks,タイレーツ,Tairētsu,Tairetsu
871,,Pincurchin,バチンウニ,Bachin'uni,Bachinuni
872,,Snom,ユキハミ,Yukihami,Yukihami
873,,Frosmoth,モスノウ,Mosunō,Mothnow
874,,Stonjourner,イシヘンジン,Ishihenjin,Ishihengin
875,,Eiscue,コオリッポ,Kōrippo,Korippo
876,,Indeedee,イエッサン,Iessan,Yessan
877,,Morpeko,モルペコ,Morupeko,Morpeko
878,,Cufant,ゾウドウ,Zōdō,Zoudou
879,,Copperajah,ダイオウドウ,Daiōdō,Daioudou
880,,Dracozolt,パッチラゴン,Patchiragon,Patchiragon
881,,Arctozolt,パッチルドン,Patchirudon,Patchilldon
882,,Dracovish,ウオノラゴン,Uonoragon,Uonoragon
883,,Arctovish,ウオチルドン,Uochirudon,Uochilldon
884,,Duraludon,ジュラルドン,Jurarudon,Duraludon
885,,Dreepy,ドラメシヤ,Dorameshiya,Dorameshiya
886,,Drakloak,ドロンチ,Doronchi,Doronch
887,,Dragapult,ドラパルト,Doraparuto,Dorapult
888,,Zacian,ザシアン,Zashian,Zacian
889,,Zamazenta,ザマゼンタ,Zamazenta,Zamazenta
890,,Eternatus,ムゲンダイナ,Mugendaina,Mugendina
891,,Kubfu,ダクマ,Dakuma,Dakuma
892,,Urshifu,ウーラオス,Ūraosu,Wulaosu
893,,Zarude,ザルード,Zarūdo,Zarude
894,,Regieleki,レジエレキ,Rejiereki,Regieleki
895,,Regidrago,レジドラゴ,Rejidorago,Regidorago
896,,Glastrier,ブリザポス,Burizaposu,Blizzapos
897,,Spectrier,レイスポス,Reisuposu,Wraithpos
898,,Calyrex,バドレックス,Badorekkusu,Budrex
899,,Wyrdeer,アヤシシ,Ayashishi,Ayashishi
900,,Kleavor,バサギリ,Basagiri,Basagiri
901,,Ursaluna,ガチグマ,Gachiguma,Gachiguma
902,,Basculegion,イダイトウ,Idaitō,Idaitou
903,,Sneasler,オオニューラ,Ōnyūra,Ohnyula
904,,Overqwil,ハリーマン,Harīman,Haryman
905,,Enamorus,ラブトロス,Rabutorosu,Lovetolos
