045,,Vileplume,ラフレシア,Rafureshia,Ruffresia*
046,,Paras,パラス,Parasu,Paras
047,,Parasect,パラセクト,Parasekuto,Parasect
048,,Venonat,コンパン,Konpan,Kongpang
049,,Venomoth,モルフォン,Morufon,Morphon
050,,Diglett,ディグダ,Diguda,Digda
051,,Dugtrio,ダグトリオ,Dagutorio,Dugtrio
052,,Meowth,ニャース,Nyāsu,Nyarth*
053,,Persian,ペルシアン,Perushian,Persian
054,,Psyduck,コダック,Kodakku,Koduck*
055,,Golduck,ゴルダック,Gorudakku,Golduck*
056,,Mankey,マンキー,Mankī,Mankey
057,,Primeape,オコリザル,Okorizaru,Okorizaru
058,,Growlithe,ガーディ,Gādi,Gardie
059,,Arcanine,ウインディ,Uindi,Windie
060,,Poliwag,ニョロモ,Nyoromo,Nyoromo
061,,Poliwhirl,ニョロゾ,Nyorozo,Nyorozo
062,,Poliwrath,ニョロボン,Nyorobon,Nyorobon
063,,Abra,ケーシィ,Kēshī,Casey*
064,,Kadabra,ユンゲラー,Yungerā,Yungerer*
065,,Alakazam,フーディン,Fūdin,Foodin
066,,Machop,ワンリキー,Wanrikī,Wanriky*
067,,Machoke,ゴーリキー,Gōrikī,Goriky*
068,,Machamp,カイリキー,Kairikī,Kairiky*
069,,Bellsprout,マダツボミ,Madatsubomi,Madatsubomi
070,,Weepinbell,ウツドン,Utsudon,Utsudon
071,,Victreebel,ウツボット,Utsubotto,Utsubot
072,,Tentacool,メノクラゲ,Menokurage,Menokurage
073,,Tentacruel,ドククラゲ,Dokukurage,Dokukurage
074,,Geodude,イシツブテ,Ishitsubute,Isitsubute*
075,,Graveler,ゴローン,Gorōn,Golone
076,,Golem,ゴローニャ,Gorōnya,Golonya
077,,Ponyta,ポニータ,Ponīta,Ponyta
078,,Rapidash,ギャロップ,Gyaroppu,Gallop
079,,Slowpoke,ヤドン,Yadon,Yadon
080,,Slowbro,ヤドラン,Yadoran,Yadoran
081,,Magnemite,コイル,Koiru,Coil
082,,Magneton,レアコイル,Reakoiru,Rarecoil
083,,Farfetch'd,カモネギ,Kamonegi,Kamonegi
084,,Doduo,ドードー,Dōdō,Dodo
085,,Dodrio,ドードリオ,Dōdorio,Dodorio
086,,Seel,パウワウ,Pauwau,Pawou*
087,,Dewgong,ジュゴン,Jugon,Jugon
088,,Grimer,ベトベター,Betobetā,Betbeter*
089,,Muk,ベトベトン,Betobeton,Betbeton*
090,,Shellder,シェルダー,Sherudā,Shellder
091,,Cloyster,パルシェン,Parushen,Parshen
092,,Gastly,ゴース,Gōsu,Ghos
093,,Haunter,ゴースト,Gōsuto,Ghost
094,,Gengar,ゲンガー,Gengā,Gangar*
095,,Onix,イワーク,Iwāku,Iwark
096,,Drowzee,スリープ,Surīpu,Sleepe*
097,,Hypno,スリーパー,Surīpā,Sleeper
098,,Krabby,クラブ,Kurabu,Crab
099,,Kingler,キングラー,Kingurā,Kingler*
100,,Voltorb,ビリリダマ,Biriridama,Biriridama
101,,Electrode,マルマイン,Marumain,Marumine*
102,,Exeggcute,タマタマ,Tamatama,Tamatama
103,,Exeggutor,ナッシー,Nasshī,Nassy*
104,,Cubone,カラカラ,Karakara,Karakara
105,,Marowak,ガラガラ,Garagara,Garagara
106,,Hitmonlee,サワムラー,Sawamurā,Sawamular
107,,Hitmonchan,エビワラー,Ebiwarā,Ebiwalar
108,,Lickitung,ベロリンガ,Beroringa,Beroringa
109,,Koffing,ドガース,Dogāsu,Dogars
110,,Weezing,マタドガス,Matadogasu,Matadogas*
111,,Rhyhorn,サイホーン,Saihōn,Sihorn*
112,,Rhydon,サイドン,Saidon,Sidon*
113,,Chansey,ラッキー,Rakkī,Lucky
114,,Tangela,モンジャラ,Monjara,Monjara
115,,Kangaskhan,ガルーラ,Garūra,Garura
116,,Horsea,タッツー,Tattsū,Tattu
117,,Seadra,シードラ,Shīdora,Seadra
118,,Goldeen,トサキント,Tosakinto,Tosakinto
119,,Seaking,アズマオウ,Azumaō,Azumao*
120,,Staryu,ヒトデマン,Hitodeman,Hitodeman
121,,Starmie,スターミー,Sutāmī,Starmie
122,,Mr. Mime,バリヤード,Bariyādo,Barrierd
123,,Scyther,ストライク,Sutoraiku,Strike
124,,Jynx,ルージュラ,Rūjura,Rougela
125,,Electabuzz,エレブー,Erebū,Eleboo
126,,Magmar,ブーバー,Būbā,Boober
127,,Pinsir,カイロス,Kairosu,Kailios
128,,Tauros,ケンタロス,Kentarosu,Kentauros
129,,Magikarp,コイキング,Koikingu,Koiking
130,,Gyarados,ギャラドス,Gyaradosu,Gyarados*
131,,Lapras,ラプラス,Rapurasu,Laplace
132,,Ditto,メタモン,Metamon,Metamon
133,,Eevee,イーブイ,Ībui,Eievui
134,,Vaporeon,シャワーズ,Shawāzu,Showers
135,,Jolteon,サンダース,Sandāsu,Thunders
136,,Flareon,ブースター,Būsutā,Booster
137,,Porygon,ポリゴン,Porigon,Porygon
138,,Omanyte,オムナイト,Omunaito,Omnite*
139,,Omastar,オムスター,Omusutā,Omstar*
140,,Kabuto,カブト,Kabuto,Kabuto
141,,Kabutops,カブトプス,Kabutopusu,Kabutops*
142,,Aerodactyl,プテラ,Putera,Ptera
143,,Snorlax,カビゴン,Kabigon,Kabigon
144,,Articuno,フリーザー,Furīzā,Freezer
145,,Zapdos,サンダー,Sandā,Thunder
146,,Moltres,ファイヤー,Faiyā,Fire
147,,Dratini,ミニリュウ,Miniryū,Miniryu
148,,Dragonair,ハクリュー,Hakuryū,Hakuryu
149,,Dragonite,カイリュー,Kairyū,Kairyu
150,,Mewtwo,ミュウツー,Myūtsū,Mewtwo
151,,Mew,ミュウ,Myū,Mew
